"Imported Companies","Created At","Updated At","Enrich LI Company","Name","Description","Primary Industry","Size","Type","Location","Country","Domain","LinkedIn URL","Telephone","Scrape Website"
,"2025-01-08T07:32:25.544Z","2025-01-08T08:01:32.010Z","Lake Whatcom Water & Sewer District","Lake Whatcom Water & Sewer District","Whatcom County Water District No. 10 was formed in November 1968 primarily to provide sewer service to the many homes on septic systems around Lake Whatcom.  In September of 2003, the District changed its name to Lake Whatcom Water and Sewer District to better represent the area it serves.  The District’s service area includes:
- Geneva
- Sudden Valley
- North Shore of Lake Whatcom

Lake Whatcom Water and Sewer District provides water service to approximately 4,000 residential customers and sewer service to approximately 4,300 residential customers in an 18 square mile area encompassing Lake Whatcom.  The District is operated by 18 full time professionals, a five-member Board of Commissioners, and has an annual budget of over $8 million.","Utilities","11-50 employees","Government Agency","Bellingham, Washington","United States","lwwsd.org","https://www.linkedin.com/company/lake-whatcom-water-and-sewer-district",,"✅ lwwsd.org"
,"2025-01-08T07:32:25.544Z","2025-01-08T08:01:29.018Z","Associated Painters Inc","Associated Painters Inc",,"Utilities","11-50 employees",,"Hamilton, Colorado","United States","associatedpaintersinc.com","https://www.linkedin.com/company/associated-painters-inc",,"✅ associatedpaintersinc.com"
,"2025-01-08T07:32:25.544Z","2025-01-08T08:01:28.293Z","Waste 365","Waste 365","WASTE 365 provides waste management and trash collection services in St. Tammany Parish, Louisiana to the communities of Slidell, Mandeville, Covington, Abita Springs, Talisheek, Pearl River, and Lacombe. 

We started with a promise and commitment to improve waste management house-by-house and neighborhood-by-neighborhood in the communities in which we live and work.

Our customers are Residential Homeowners and Home-owners Associations, Commercial Businesses and Apartments, Construction Sites and Special Events. We provide friendly and prompt trash-pick up. 

Our commitment is to provide timely and consistent waste removal.

We provide friendly customer service that will assist you in setting up your account, answer any questions you may have, and even pay your bill through our online payment system.","Utilities","11-50 employees","Privately Held","Slidell, Louisiana","United States","waste365.net","https://www.linkedin.com/company/waste365la",,"✅ waste365.net"
,"2025-01-08T07:32:25.544Z","2025-01-08T08:01:29.018Z","Paducah McCracken County Joint Sewer Agency","Paducah McCracken County Joint Sewer Agency","Paducah McCracken County Joint Sewer Agency (JSA) is the regional sanitary sewer provider for the City of Paducah and McCracken County, with over 19,000 accounts.  JSA operates and maintains three wastewater treatment plants, 75 lift stations and over 400 miles of sanitary sewer mains.","Utilities","11-50 employees","Government Agency","PADUCAH, Kentucky","United States","jointsewer.com","https://www.linkedin.com/company/paducah-mccracken-joint-sewer-agency",,"✅ jointsewer.com"
,"2025-01-08T07:32:25.544Z","2025-01-08T08:01:30.148Z","NEC Co-op Energy","NEC Co-op Energy","NEC Co-op Energy is an awarding winning, not-for-profit cooperative electricity provider, dedicated to providing residential and commercial electricity service to our members across Texas with honest, upfront pricing.","Utilities","11-50 employees","Non Profit","Corpus Christ, Texas","United States","neccoopenergy.com","https://www.linkedin.com/company/nec-co-op-energy",,"✅ neccoopenergy.com"
,"2025-01-08T07:32:25.544Z","2025-01-08T08:01:30.148Z","❌ Company Not Found","Rod Miller Heating and Air Conditioning","Welcome to the Rod Miller family. We provide HVAC service you can trust to be in your business whether or not you're there. 

Rod Miller, Inc. offers:
Heating repair
Air conditioning repair
HVAC maintenance
Commercial HVAC

We help you create and maintain a healthy indoor climate in your home or commercial building. We've proudly been providing service to Maryland and Washington, DC since 1962.

Whether you own a home or commercial building, whether you need installation or service, our goal is to provide you with the support you need to remain comfortable indoors. 

Our promise, always, is that you can trust your home or business to us.","Utilities","11-50 employees","Privately Held","Gaithersburg, Maryland","United States","rodmillerhvac.com","https://www.linkedin.com/company/rod-miller-heating-and-air-conditioning-company-",,"✅ rodmillerhvac.com"
,"2025-01-08T07:32:25.544Z","2025-01-08T08:00:58.687Z","Aranda Industries, LLC","Aranda Industries, LLC","Aranda Industries is an underground utility contractor dedicated to meeting our client’s needs by providing a wide variety of services including, but not limited to, pipe bursting, pipeline rehabilitation, storm water rehabilitation, and asphalt and concrete paving. As a family-owned company, we’ve been serving our community since 2017 with roots in the City of Houston and surrounding areas. We look forward to working with you!","Utilities","11-50 employees","Privately Held","Houston, Texas","United States","arandaindustries.com","https://www.linkedin.com/company/aranda-industries-llc",,"✅ arandaindustries.com"
,"2025-01-08T07:32:25.544Z","2025-01-08T08:00:58.014Z","Ashburnham Municipal Light Plant","Ashburnham Municipal Light Plant","Ashburnham Municipal Light Plant  is a Publicly Owned Municipal Utility Company located in 24 Williams Rd, Ashburnham, Massachusetts, United States.","Utilities","11-50 employees","Government Agency","Ashburnham, Massachusetts","United States","amlp.org","https://www.linkedin.com/company/ashburnham-municipal-light-sta",,"✅ amlp.org"
,"2025-01-08T07:32:25.544Z","2025-01-08T08:00:24.796Z","FPF UTILITIES LIMITED","FPF UTILITIES LIMITED","FPF UTILITIES LIMITED is a utility company providing gas mains replacement works in the South of England","Utilities","11-50 employees","Privately Held","Portsmouth","United States",,"https://www.linkedin.com/company/fpf-utilities-limited",,
,"2025-01-08T07:32:25.544Z","2025-01-08T08:00:58.014Z","Lamar Electric Cooperative","Lamar Electric Cooperative","Lamar Electric Cooperative is an electric utility company based out of Blossom, TX. Office location is 5225 U.S. Hwy 82, Blossom, TX 75416.

Lamar serves 9,900 members and has 13,500 meters on it's electric distribution system that serves parts of 3 counties (Lamar, Red River & Delta)in Northeastern Texas. We currently employ 34 employees.","Utilities","11-50 employees","Non Profit","Blossom, Texas","United States","lamarelectric.coop","https://www.linkedin.com/company/lamar-electric-co-op",,"✅ lamarelectric.coop"
,"2025-01-08T07:32:25.544Z","2025-01-08T08:01:04.633Z","Core Energy Group, LLC","Core Energy Group, LLC","Core Energy Group, LLC (CEG) is an Energy Solution Company with extensive experience and knowledge in commercial, industrial and motor controls. We specialize in identifying energy saving opportunities, reducing energy cost, lowering operating expenses and improving power quality in all types of facilities.
The key to our initial success was through the installation of energy saving controllers (fixed capacitor units) and our patented sizing unit and process, which accurately determined the proper amount of correction required on a live-load in real-time taking in the full dynamics of the facilities electrical system. 

As our list of clients and opportunities became more sophisticated and diversified, we are constantly researching and evaluating new energy saving solutions and products. CEG only partners with proven manufacturers and suppliers who provide state-of-art power quality analysis with proven solutions and an exemplary track record of meeting customer’s needs. 

We rely on our years of experience with commercial and industrial applications as well as the partnerships we have forged with the leading manufacturers of energy saving technologies. Our energy saving projects and savings are well documented. 

CEG would like to thank you for visiting our web-site and hope that it will be a benefit to your operations, reduce your electricity cost and dramatically lower your cost of maintenance and repair of equipment. Please feel free to contact us at any time at frank@coreenergygroupllc.com or 847-640-3202.","Utilities","11-50 employees","Privately Held",,"United States","coreenergygroupllc.com","https://www.linkedin.com/company/core-energy-group-llc",,"✅ coreenergygroupllc.com"
,"2025-01-08T07:32:25.544Z","2025-01-08T08:01:03.315Z","USA Service It","USA Service It","usserviceit is world wide best quality any type account or review service providers We provide 100 verified USA, UK, and AU organic account services. You will get any time type of service Scequrly & Guaranteed","Utilities","11-50 employees","Public Company","Los Angeles, California","United States","usaserviceit.com","https://www.linkedin.com/company/usa-services-it",,"✅ usaserviceit.com"
,"2025-01-08T07:32:25.544Z","2025-01-08T08:02:37.256Z","Helios Power","Helios Power","We are the premier solar broker with the l west prices and the best compensation in the industry.","Utilities","11-50 employees","Privately Held","Tempe, Arizona","United States","heliospower.es","https://www.linkedin.com/company/heliospowersolar",,
,"2025-01-08T07:32:25.544Z","2025-01-08T08:00:59.076Z","EnSec Pest & Lawn","EnSec Pest & Lawn","EnSec Pest & Lawn is an utilities company based out of 2507 COMMERCIAL PARK DR, Mobile, Alabama, United States.","Utilities","11-50 employees","Public Company","Mobile, Alabama","United States","ensec.net","https://www.linkedin.com/company/ensec-pest-&-lawn",,"✅ ensec.net"
,"2025-01-08T07:32:25.544Z","2025-01-08T08:00:58.370Z","Tuffrod Pipe Company","Tuffrod Pipe Company","Supplier of high quality drill rod for all Vermeer and Ditch Witch drills.

For a quotation contact Jim Kavadas jim@tuffrod.com","Utilities","11-50 employees","Privately Held","Lino Lakes, Minnesota","United States","tuffrod.com","https://www.linkedin.com/company/tuffrod-pipe-company",,"✅ tuffrod.com"
,"2025-01-08T07:32:25.544Z","2025-01-08T08:01:01.153Z","Sewer Authority Mid-Coastside","Sewer Authority Mid-Coastside","The Sewer Authority Mid-Coastside, commonly referred to as SAM, is a joint powers authority (JPA) that provides wastewater treatment to the Mid-Coastside. SAM’s service area is the combined service areas of the three member agencies: City of Half Moon Bay; Granada Community Services District and the Montara Water & Sanitary District. SAM owns and operates three pumps stations, 5.7 miles of pressurized force main, 1.8 miles of gravity sewer pipe, and a treatment plant with a capacity of 4.0 million gallons per day (mgd) of average dry weather flow (ADWF).","Utilities","11-50 employees","Government Agency","Half Moon Bay, California","United States","samcleanswater.org","https://www.linkedin.com/company/sewer-authority-mid-coastside",,"✅ samcleanswater.org"
,"2025-01-08T07:32:25.544Z","2025-01-08T08:00:57.602Z","Bay Area Propane","Bay Area Propane","Bay Area Propane delivers bulk and packaged propane all over the Greater Bay Area.  We are a locally owned, family business. We are very customer focused. and eager to serve.

To compliment our propane side we also have a diesel division Bay Area Diesel Delivery. We deliver to construction jobsites, fleets (on site fueling), bulk fuel tanks and fill generators.","Utilities","11-50 employees","Privately Held","Oakland, California","United States","lakeareapropane.com","https://www.linkedin.com/company/bay-area-propane",,"✅ lakeareapropane.com"
,"2025-01-08T07:32:25.544Z","2025-01-08T08:00:57.602Z","BRICK TOWNSHIP MUNICIPAL UTILITIES AUTHORITY, THE","BRICK TOWNSHIP MUNICIPAL UTILITIES AUTHORITY, THE",,"Utilities","11-50 employees",,"BRICK, New Jersey","United States","brickmua.com","https://www.linkedin.com/company/brick-township-municipal-utilities-authority-the",,"✅ brickmua.com"
,"2025-01-08T07:32:25.544Z","2025-01-08T08:00:59.494Z","CSID | Coral Springs Improvement District","CSID | Coral Springs Improvement District","The Coral Springs Improvement District (CSID) is a public, community water agency that provides high-quality tap water to about 40,000 residents living in Coral Springs (between south of Royal Palm Boulevard and the C-14 canal). CSID currently obtains its supply from ground water wells that pump water from the Biscayne Aquifer.

Formed in 1966 by the Florida State legislature as the Coral Springs Drainage District and established as the Coral Springs Improvement District in 1970, the purpose of CSID is to provide drinking water production and distribution, wastewater collection and treatment, flood control and canal maintenance. CSID’s customers, residents and business owners within the 33071 ZIP code. CSID seeks to enhance services and communications with its customers, as well as raise awareness of who we are and what they do within the region. CSID strives to exceed customer’s expectations.

Mission
To be the safest and most effective water and sewer service and flood control agency in Broward County.

Vision
We will provide the highest quality water, sewage and flood control services to our customers by maintaining our facilities in a manner that meets or exceeds regulatory requirements. We will operate the district in a manner that protects the public health, ensures the financial stability of the district, and benefits the community and environment.

Values
F = Fundamental 
O = Outstanding 
C = Community 
U = Unique
S = Synergistic
E = Efficient
D = Determined
Fundamentally providing outstanding services with a sense of community; implementing unique, innovative techniques, and leveraging synergy to be efficient, as well as determined to exceed expectations of our customers and community.","Utilities","11-50 employees","Government Agency","Coral Springs, Florida","United States","csidfl.org","https://www.linkedin.com/company/coral-springs-improvement-district",,"✅ csidfl.org"
,"2025-01-08T07:32:25.544Z","2025-01-08T08:00:58.370Z","Utilities State Government Organization (USGO)","Utilities State Government Organization (USGO)","The Utilities State Government Organization (USGO) is a leading professional association which represents government affairs professionals from investor-owned gas and electric utilities. In our 35 plus year history, USGO has been operated entirely by utility state government professionals chosen by their peers, and has represented members from a diverse set of leading companies in the U.S. energy sector.

USGO provides our members with a unique communications network that enables them to learn of developing state legislative trends, compare lobbying approaches and techniques, and exchange information and data on legislative issues so that each participant can better communicate their company’s viewpoints to state government officials.","Utilities","11-50 employees","Non Profit",,"United States","us-go.org","https://www.linkedin.com/company/usgo",,"✅ us-go.org"
,"2025-01-08T07:32:25.544Z","2025-01-08T08:00:58.370Z","Pacific Rowing Club","Pacific Rowing Club","Pacific Rowing Club is dedicated to providing the finest youth rowing experience possible in an inclusive, supportive, and safe community.  In partnership with our families, we prepare our athletes for life after high school through lessons learned both on and off the water. 

Successful rowers develop a deep practical understanding of the power of teamwork. They learn to build and perform as a team, and they learn to deal with the common obstacles and snags that impede teamwork. Rowers learn a kind of mental discipline that serves them well in any endeavor they may undertake.

Founded in 1980, the Pacific Rowing Club (“PRC”) has offered coaching in a sport in where stardom is impossible and where ""teamwork"" is crucial to success.  The club’s highly competitive junior rowing program is open to boys and girls in the San Francisco Bay Area from middle school through high school. Representing a true cross-section of our City, PRC generally represents over 25 Bay Area high schools.","Utilities","11-50 employees","Non Profit","San Francisco, California","United States","pacificrowingclub.org","https://www.linkedin.com/company/pacific-rowing-club",,"✅ pacificrowingclub.org"
,"2025-01-08T07:32:25.544Z","2025-01-08T08:00:57.602Z","Macon Electric Cooperative","Macon Electric Cooperative",,"Utilities","11-50 employees",,"Macon, MO","United States","maconelectric.com","https://www.linkedin.com/company/macon-electric-cooperative",,"✅ maconelectric.com"
,"2025-01-08T07:32:25.544Z","2025-01-08T08:00:52.220Z","Davis Underground Solutions (DUGS)","Davis Underground Solutions (DUGS)","Davis Underground Solutions provides underground utility construction services across the Southeast United States.","Utilities","11-50 employees","Privately Held","Powder Springs, GA","United States","dugs.biz","https://www.linkedin.com/company/davis-underground-solutions-dugs",,"✅ dugs.biz"
,"2025-01-08T07:32:25.544Z","2025-01-08T08:00:53.255Z","Bellflower-Somerset Mutual Water Company","Bellflower-Somerset Mutual Water Company","Bellflower-Somerset Mutual Water Company is a water utility group located at 10016 E. Flower Street, Bellflower, California, and has been serving Southern California since 1911.","Utilities","11-50 employees","Government Agency","BELLFLOWER, California","United States","bsmwc.com","https://www.linkedin.com/company/bsmwc",,"✅ bsmwc.com"
,"2025-01-08T07:32:25.544Z","2025-01-08T08:00:52.220Z","NovaSync","NovaSync","Reporting

Every compliance department understands the critical nature of accurate compliance reporting.

NovaSync is built on a framework that provides users the ability to quickly and easily develop truly customized reporting which directly populate to regulator required formats.

Customization

The NovaSync framework delivers complete customization without the cost out of the box. From change management workflows to compliance tracking NovaSync simply and easily integrates with existing reporting processes and mechanisms.

Alerting

NovaSync was built by compliance experts. We’ve spent years working in industry and understand the need to provide alerting and escalation capabilities.

Approval

NovaSync provides approval and accountability for each workflow, creating seamless internal controls to ensure efficient data processing.

Implementation

NovaSync recognizes the challenges with implementing full-scale compliance software solutions in the most effective and efficient manner. We offer a full suite of training and support services throughout the process.

Security

We take security seriously. From ensuring the system works when you need it most to protecting sensitive data, we have built NovaSync to be secure from the ground up.","Utilities","11-50 employees","Privately Held","Payson, UT","United States","novasync.co","https://www.linkedin.com/company/novasync",,"✅ novasync.co"
,"2025-01-08T07:32:25.544Z","2025-01-08T08:00:51.103Z","Axon Power & Gas, LLC","Axon Power & Gas, LLC","The Axon Power Story
Axon Power LLC is a retail electricity provider established in Sugar Land, Texas. Founded by a team of professionals with immense experiences in the retail energy markets inside of Texas, as well as across the United States.

What makes us different?
In an industry filled with energy companies, what sets us apart from other retail electricity providers? That’s easy! Our key asset – our team. We’ve assembled a lineup of the sharpest and brightest professionals our industry has to offer. Whether we are talking about our leadership, operations, pricing, or customer care team, we all embody Axon Power. Learn more about our team here.

What do we believe in?
They say that those who believe in nothing will fall for anything. Luckily, we believe in a lot and we’re not shy about it!

Mission
We strive to provide consumers with first-in class customer service by providing competitive and fair pricing, creating an open and honest relationship, and treating every customer with the care and respect that they deserve.

Core Values
Trustworthiness
Reliability
Candor
Respect
Community","Utilities","11-50 employees","Privately Held","Houston, Texas","United States","axonpower.com","https://www.linkedin.com/company/axon-power",,"✅ axonpower.com"
,"2025-01-08T07:32:25.544Z","2025-01-08T08:00:24.796Z","Duke Energy Renewables Commercial, LLC","Duke Energy Renewables Commercial, LLC",,"Utilities","11-50 employees",,"Charlotte, North Carolina","United States",,"https://www.linkedin.com/company/duke-energy-renewables-commercial-llc",,
,"2025-01-08T07:32:25.544Z","2025-01-08T08:00:52.220Z","M. & D. Electric Company","M. & D. Electric Company","M & D Electric Company is an industrial I/E (Instrumentation & Electrical) contractor that specializes in capital project installations, upgrades, expansions, modifications, and maintenance contracts to maintain current systems.  Located in Sour Lake, Texas, M&D Electric began in 1975 with a simple philosophy; treat our customers with respect, be honest, and commit to quality installations at a fair price.  As we have grown over the years, our belief in these values remains strong to this day.","Electric Power Transmission, Control, and Distribution","11-50 employees","Public Company","Sour Lake, Texas","United States","m-delectric.com","https://www.linkedin.com/company/m-d-electric-company",,"✅ m-delectric.com"
,"2025-01-08T07:32:25.544Z","2025-01-08T08:00:51.831Z","Precision Hose","Precision Hose","Precision Hose is a locally-owned company in Tupelo, MS. that specializes in every style of industrial, hydraulic, and stainless steel braided metal hose and fittings. We offer a vast inventory to provide quick service to meet the demand for speed to market. Providing far more than just products, Precision Hose can customize hose assemblies. Let our industry experts assess your next project and create efficient and cost-effective solutions.","Utilities","11-50 employees","Partnership","Tupelo, Mississippi","United States","phi-tupelo.com","https://www.linkedin.com/company/precision-hose-tupelo",,"✅ phi-tupelo.com"
,"2025-01-08T07:32:25.544Z","2025-01-08T08:00:53.255Z","Philly Buying Power","Philly Buying Power","The program was created in 2010, by the City of Philadelphia, and the city selected Taylor Consulting (became Albireo Energy in 2018) to run it. Thousands of local businesses have enjoyed lower energy costs by enrolling their PECO and PGW accounts. These electric and natural gas accounts are grouped into large energy aggregations and those businesses get the same purchasing power as the largest energy users in Philly.

This blueprint has been successful in Boston and DC as well, in addition to major brands like Dunkin. To enroll is simple, effective and a long term solution for your energy purchasing, because it provides you with peace of mind that your energy expenses are being professionally managed.","Utilities","11-50 employees","Privately Held","Philadelphia","United States","phillybuyingpower.com","https://www.linkedin.com/company/philly-buying-power",,"✅ phillybuyingpower.com"
,"2025-01-08T07:32:25.544Z","2025-01-08T08:00:55.364Z","Bethlehem Chamber of Commerce & Industry","Bethlehem Chamber of Commerce & Industry","The Chamber of Commerce and Industry of Bethlehem Governorate is committed to organize, represent and protect the interests of the private sector, to develop contacts with local and foreign chambers and to enhance economic and production activities.It seeks also to provide high quality services to members and to assist in creating a healthy business environment to enable meet their urgent and future needs to reach a satisfactory manner produce.","Utilities","11-50 employees","Non Profit","Bethlehem, Bethlehem","United States","bethlehem-chamber.org","https://www.linkedin.com/company/bethlehem-chamber-of-commerce-&-industry",,"✅ bethlehem-chamber.org"
,"2025-01-08T07:32:25.544Z","2025-01-08T08:00:54.153Z","Helicopter Powerline Services","Helicopter Powerline Services","Helicopter Powerline Services was established in 2018. Based out of Bluefield, VA in the heart of the Appalachian Mountains, we are able to serve many facets of the utility aviation market. 

Helicopter Powerline Services is dedicated to ensuring all jobs are done Safely without compromise. Our years of experience and impeccable Safety record allows us to understand what it takes to complete a job without sacrificing the Safety of our employees, our equipment,  our community, and our environment.  

We will do the job professionally and in compliance with our clients needs.","Utilities","11-50 employees","Privately Held","Bluefield, Virginia","United States","helicopterpowerlineservices.com","https://www.linkedin.com/company/helicopter-powerline-services",,"✅ helicopterpowerlineservices.com"
,"2025-01-08T07:32:25.544Z","2025-01-08T08:00:24.796Z","Marysville Ethanol, LLC","Marysville Ethanol, LLC","Marysville Ethanol, LLC is a fuel ethanol production company based out of 2512 Busha Highway, Marysville, Michigan, United States.","Utilities","11-50 employees","Privately Held","Marysville, Michigan","United States",,"https://www.linkedin.com/company/marysville-ethanol-llc",,
,"2025-01-08T07:32:25.544Z","2025-01-08T08:00:51.103Z","Paiute Pipeline Co","Paiute Pipeline Co",,"Utilities","11-50 employees",,"Carson City, Nevada","United States","paiutepipeline.com","https://www.linkedin.com/company/paiute-pipeline-co",,"✅ paiutepipeline.com"
,"2025-01-08T07:32:25.544Z","2025-01-08T08:00:52.220Z","North Coast County Water District","North Coast County Water District","The North Coast County Water District has been providing water to the residents of the City of Pacifica since 1944. The commitment expressed in our slogan: 'Safe Drinking Water is our Business'.

It is the mission of the North Coast County Water District to serve our customers by delivering a sufficient quantity of high-quality water in the most cost-effective, reliable, and environmentally sensitive manner.

Furthermore, the Board, the staff, and all employees of the District are committed to providing prompt, efficient, and courteous customer service.","Utilities","11-50 employees","Government Agency","Pacifica, CA","United States","nccwd.com","https://www.linkedin.com/company/north-coast-county-water",,"✅ nccwd.com"
,"2025-01-08T07:32:25.544Z","2025-01-08T08:00:51.416Z","Evolving Energy Systems, LLC.","Evolving Energy Systems, LLC.",,"Utilities","11-50 employees","Privately Held","Dallas, Texas","United States","evolvingenergysystems.com","https://www.linkedin.com/company/evolving-energy-systems",,"✅ evolvingenergysystems.com"
,"2025-01-08T07:32:25.544Z","2025-01-08T08:00:55.364Z","Alexandria Light & Power","Alexandria Light & Power","Alexandria Light and Power is an Utilities company located in P.O. Box 609, Alexandria, Minnesota, United States.","Utilities","11-50 employees",,"Alexandria, Minnesota","United States","alputilities.com","https://www.linkedin.com/company/alexandria-light-and-power",,"✅ alputilities.com"
,"2025-01-08T07:32:25.544Z","2025-01-08T08:00:53.818Z","CGR Services LLC","CGR Services LLC","CGR Services is a Missouri-based, woman-owned company with 20 years of experience in electric utilities. Our primary focus is supporting companies that specialize in utility pole inspection & maintenance at ground line level. We provide workforce and consulting support to assist companies grow their presence in the industry. Our support as a subcontractor helps them keep up with the high demands from the Utility Customer from General Labor to Admin Support like operating a Call Center & processing Locate Ticketing. We operate in multiple states and are WBE Certified.","Utilities","11-50 employees","Self Owned","Sullivan, Missouri","United States","cgrserv.com","https://www.linkedin.com/company/cgr-services-llc",,"✅ cgrserv.com"
,"2025-01-08T07:32:25.544Z","2025-01-08T08:02:28.160Z","RWW Restoration LLC","RWW Restoration LLC","RWW is a fiberglass restoration and testing company. We refurbish fiberglass sticks, ladders and platforms. We also specialize in hydraulic repair, cables and rubber goods.","Utilities","11-50 employees","Self Owned","Elgin, IL","United States","rwwrestoation.com","https://www.linkedin.com/company/rww-restoration-llc",,"✅ rwwrestoation.com"
,"2025-01-08T07:32:25.544Z","2025-01-08T08:00:53.255Z","Conserve - Water Conservationist Specialist","Conserve - Water Conservationist Specialist","Conserve works with multifamily management companies across the country reducing their water & sewer costs 30% to 50%+ THE SAVINGS PROVIDED BY THE CONSERVE PROGRAM WILL IMMEDIATELY INCREASE THE PROPERTY'S N.O.I.! WITH NO OUT OF POCKET COST…… EVER!

Conserve is NOT a billing or sub-metering company. Conserve simply reduces and maintains a properties water and sewer usage to its lowest levels, utilizing its patented equipment and ongoing support services tailored for multifamily housing.","Utilities","11-50 employees","Privately Held","Boca Raton, Florida","United States","conservingh2o.com","https://www.linkedin.com/company/consserve-water-conservationist-specialist",,"✅ conservingh2o.com"
,"2025-01-08T07:32:25.544Z","2025-01-08T08:00:49.201Z","Global One Partners","Global One Partners","Global One Partners is a project execution company with over 20 years experience in the utility industry.  Our services include Power Delivery design, owner's engineer,  procurement, estimating, management of cost and schedule, engineering, and construction management.

Our experienced, multi discipline project teams offer the full range of comprehensive services necessary to successfully execute all aspects of power delivery, generation, commercial and industrial projects.

Our proven project management skills and tools are applied to all tasks to achieve budget and schedule commitments.

Global One's  highly responsive, flexible and cost effective total solutions have constantly delivered results that exceed our customer’s expectations","Utilities","11-50 employees","Privately Held","Red Bank, New Jersey","United States","globalonepartners.com","https://www.linkedin.com/company/global-one-partners",,"✅ globalonepartners.com"
,"2025-01-08T07:32:25.544Z","2025-01-08T08:00:49.201Z","Greater Minnesota Gas Inc","Greater Minnesota Gas Inc","Greater Minnesota Gas Inc is a natural gas distribution company focused on bringing natural gas to unserved areas in rural Minnesota.","Utilities","11-50 employees","Privately Held","Faribault, Minnesota","United States","greatermngas.com","https://www.linkedin.com/company/greater-minnesota-gas-inc",,"✅ greatermngas.com"
,"2025-01-08T07:32:25.544Z","2025-01-08T08:00:48.685Z","Stanley W. Cooper","Stanley W. Cooper","We are the areas most dependable and reputable plumbing and HVAC supplier.

For more than 50 years, we have provided the Delaware Valley’s residents and businesses with unmatched expertise and service.
Today more than ever, energy conservation is a prime consideration in our systems.

Our experts are conscientiously trained in all the technological applications available and do everything possible to realize the benefits of efficient operations and greater economies.

The professionals at Cooper will settle for nothing less.  Neither should you.","Utilities","11-50 employees","Privately Held","Willow Grove, PA","United States","swcooper.com","https://www.linkedin.com/company/stanley-w-cooper",,"✅ swcooper.com"
,"2025-01-08T07:32:25.544Z","2025-01-08T08:00:48.685Z","TONGUE RIVER ELECTRIC COOP","TONGUE RIVER ELECTRIC COOP",,"Utilities","11-50 employees","Public Company","Ashland, Montana","United States","tongueriverelectric.com","https://www.linkedin.com/company/tongue-river-electric-coop",,"✅ tongueriverelectric.com"
,"2025-01-08T07:32:25.544Z","2025-01-08T08:02:28.160Z","Woodinville Water District","Woodinville Water District",,"Utilities","11-50 employees",,"Woodinville, WA","United States","woodinvillewater.com","https://www.linkedin.com/company/woodinville-water-district",,
,"2025-01-08T07:32:25.544Z","2025-01-08T08:00:49.567Z","Patriot Line Clearing","Patriot Line Clearing","Perform storm restoration, line clearing and tree remove for Utilities, Highways, Commercial, Railroads and Municipalities.","Utilities","11-50 employees","Privately Held","Allentown, PA","United States","patriotlineclearing.com","https://www.linkedin.com/company/patriotlineclearing",,"✅ patriotlineclearing.com"
,"2025-01-08T07:32:25.544Z","2025-01-08T08:00:49.877Z","Aztec Energy, Inc.","Aztec Energy, Inc.","Transmission and Distribution Services, Lattice Tower Framing and Erection, Civil Access and Matting Services, Underground Utilities, Wind and Solar Site Development, Battery Storage Facilities.","Utilities","11-50 employees","Privately Held","Wauchula, Florida","United States","aztecenergy.com","https://www.linkedin.com/company/aztec-energy-inc",,"✅ aztecenergy.com"
,"2025-01-08T07:32:25.544Z","2025-01-08T08:03:45.017Z","Bloomington Heating & Air","Bloomington Heating & Air","We get it. Heating and cooling isn't glamorous. It's not high-interest for most people. You should be interested in the quality of the service and equipment, but it is often hard to navigate all the new technology and information out there on the subject. More than anything, you need a company you can trust.

We at Bloomington Heating & Air Conditioning could tell you how trustworthy we are. We could tell you that we've been serving Bloomington and its surrounding communities for over 25 years and we have a great reputation and do great work. We can say and believe whatever we want, but every heating and cooling dealer pretty much says the same thing. That's why we felt we should let our customers do the talking. After all, most of our work comes from referrals – word of mouth. Please take a look at our website to see some of the positive customer testimonials we've received through the years, and then make the decision who you should call
 to take care of your furnace and air conditioner.
Thanks
Scott Newgaard
Owner & Operator","Utilities","11-50 employees","Public Company","Bloomington, MN","United States","bloomingtonheating.com","https://www.linkedin.com/company/bloomington-heating-&-air",,"✅ bloomingtonheating.com"
,"2025-01-08T07:32:25.544Z","2025-01-08T08:00:24.993Z","Bridgegate Energy Consultants","Bridgegate Energy Consultants","Commercial energy broker in ERCOT since 2005, marketing electricity procurement and risks management services to small, large and industrial customer throughout Texas. Expansion plans to be active in 7 additional states by the end of 2014 and a total of 13 states by 2015 selling both electricity and natural gas services.

Bridgegate Energy operates on a state of the art, totally automated energy sales platform, providing unheard of turnaround time on pricing and proposing energy prospects. The system eliminates many of the inefficacy of a traditional energy pricing model and allows Bridgegate Energy and sales staff to be more attentive to customers needs.","Utilities","11-50 employees","Privately Held","Dallas, Texas","United States",,"https://www.linkedin.com/company/bridgegate-energy-consultants",,
