source_label,source_id,cve_id,relationship_cve_id,severity,exploitability,all_properties
Process,,cve-CVE-2019-6854,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.226000000+00:00"", ""waterSpecificRisk"": ""High""}"
Device,,cve-CVE-2019-6854,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.226000000+00:00"", ""waterSpecificRisk"": ""High""}"
Process,,cve-CVE-2019-6854,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.226000000+00:00"", ""waterSpecificRisk"": ""High""}"
Device,,cve-CVE-2019-6854,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.226000000+00:00"", ""waterSpecificRisk"": ""High""}"
Process,,cve-CVE-2019-6854,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.226000000+00:00"", ""waterSpecificRisk"": ""High""}"
Device,,cve-CVE-2019-6854,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.226000000+00:00"", ""waterSpecificRisk"": ""High""}"
Process,,cve-CVE-2019-6854,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.226000000+00:00"", ""waterSpecificRisk"": ""High""}"
Device,,cve-CVE-2019-6854,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.226000000+00:00"", ""waterSpecificRisk"": ""High""}"
Process,,cve-CVE-2019-6854,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.226000000+00:00"", ""waterSpecificRisk"": ""High""}"
Device,,cve-CVE-2019-6854,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.226000000+00:00"", ""waterSpecificRisk"": ""High""}"
Process,,cve-CVE-2019-6854,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.226000000+00:00"", ""waterSpecificRisk"": ""High""}"
Device,,cve-CVE-2019-6854,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.226000000+00:00"", ""waterSpecificRisk"": ""High""}"
Process,,cve-CVE-2019-6854,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.226000000+00:00"", ""waterSpecificRisk"": ""High""}"
Device,,cve-CVE-2019-6854,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.226000000+00:00"", ""waterSpecificRisk"": ""High""}"
Process,,cve-CVE-2019-6854,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.226000000+00:00"", ""waterSpecificRisk"": ""High""}"
Device,,cve-CVE-2019-6854,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.226000000+00:00"", ""waterSpecificRisk"": ""High""}"
Process,,cve-CVE-2019-6854,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.226000000+00:00"", ""waterSpecificRisk"": ""High""}"
Device,,cve-CVE-2019-6854,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.226000000+00:00"", ""waterSpecificRisk"": ""High""}"
Process,,cve-CVE-2019-6854,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.226000000+00:00"", ""waterSpecificRisk"": ""High""}"
Device,,cve-CVE-2019-6854,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.226000000+00:00"", ""waterSpecificRisk"": ""High""}"
Process,,cve-CVE-2019-6854,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.226000000+00:00"", ""waterSpecificRisk"": ""High""}"
Device,,cve-CVE-2019-6854,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.226000000+00:00"", ""waterSpecificRisk"": ""High""}"
Process,,cve-CVE-2019-6854,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.226000000+00:00"", ""waterSpecificRisk"": ""High""}"
Device,,cve-CVE-2019-6854,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.226000000+00:00"", ""waterSpecificRisk"": ""High""}"
Process,,cve-CVE-2019-6854,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.226000000+00:00"", ""waterSpecificRisk"": ""High""}"
Device,,cve-CVE-2019-6854,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.226000000+00:00"", ""waterSpecificRisk"": ""High""}"
Process,,cve-CVE-2019-6854,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.226000000+00:00"", ""waterSpecificRisk"": ""High""}"
Device,,cve-CVE-2019-6854,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.226000000+00:00"", ""waterSpecificRisk"": ""High""}"
Process,,cve-CVE-2019-6854,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.226000000+00:00"", ""waterSpecificRisk"": ""High""}"
Device,,cve-CVE-2019-6854,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.226000000+00:00"", ""waterSpecificRisk"": ""High""}"
Process,,cve-CVE-2019-6854,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.226000000+00:00"", ""waterSpecificRisk"": ""High""}"
Device,,cve-CVE-2019-6854,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.226000000+00:00"", ""waterSpecificRisk"": ""High""}"
Process,,cve-CVE-2019-6854,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.226000000+00:00"", ""waterSpecificRisk"": ""High""}"
Device,,cve-CVE-2019-6854,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.226000000+00:00"", ""waterSpecificRisk"": ""High""}"
System,CybersecurityKB:System:SE_02_WheelLathe,cve-CVE-2019-6854,cve-CVE-2019-6854,,,"{""phase"": ""supply_chain_intelligence_layer"", ""evidence"": ""Direct AFFECTS relationship from CVE"", ""relationship_type"": ""sbom_cve_correlation"", ""cve_id"": ""cve-CVE-2019-6854"", ""confidence_score"": 0.8, ""discovered_date"": ""2025-11-01T13:29:21.296549""}"
Device,,cve-CVE-2020-10287,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2020-10287,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2020-10287,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2020-10287,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2020-10287,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2020-10287,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2020-10287,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2020-10287,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2020-10287,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2020-10287,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2020-10287,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2020-10287,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:40.639000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:40.639000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:40.639000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:40.639000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:40.639000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:40.639000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:40.639000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:40.639000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:40.639000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:40.639000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:40.639000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:40.639000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:47.934000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:47.934000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:47.934000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:47.934000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:47.934000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:47.934000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:47.934000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:47.934000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:47.934000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:47.934000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:47.934000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:47.934000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:47.934000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:47.934000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:47.934000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:47.934000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:47.934000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:47.934000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:47.934000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:47.934000000+00:00""}"
Device,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:47.934000000+00:00""}"
Control,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.325000000+00:00"", ""waterSpecificRisk"": ""High""}"
Control,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.325000000+00:00"", ""waterSpecificRisk"": ""High""}"
Control,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.325000000+00:00"", ""waterSpecificRisk"": ""High""}"
Control,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.325000000+00:00"", ""waterSpecificRisk"": ""High""}"
Control,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.325000000+00:00"", ""waterSpecificRisk"": ""High""}"
Control,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.325000000+00:00"", ""waterSpecificRisk"": ""High""}"
Control,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.325000000+00:00"", ""waterSpecificRisk"": ""High""}"
Control,,cve-CVE-2020-10291,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.325000000+00:00"", ""waterSpecificRisk"": ""High""}"
Device,,cve-CVE-2020-10292,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2020-10292,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2020-10292,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2020-10292,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2020-10292,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2020-10292,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2020-10292,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2020-10292,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2020-10292,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2020-10292,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2020-10292,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2020-10292,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:40.639000000+00:00""}"
Device,,cve-CVE-2020-10292,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:40.639000000+00:00""}"
Device,,cve-CVE-2020-10292,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:40.639000000+00:00""}"
Device,,cve-CVE-2020-10292,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:40.639000000+00:00""}"
Device,,cve-CVE-2020-10292,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:40.639000000+00:00""}"
Device,,cve-CVE-2020-10292,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:40.639000000+00:00""}"
Device,,cve-CVE-2020-10292,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:40.639000000+00:00""}"
Device,,cve-CVE-2020-10292,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:40.639000000+00:00""}"
Device,,cve-CVE-2020-10292,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:40.639000000+00:00""}"
Device,,cve-CVE-2020-10292,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:40.639000000+00:00""}"
