source_node_id,source_label,source_id,cve_id,population_impact,grid_severity,cascade_risk,recovery_time_hours,all_properties
589602,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 237084, ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""affectedFirmwareVersions"": [""V3.9.7""], ""discoveredDate"": ""2025-02-17T01:24:41.763000000+00:00"", ""cascadeRisk"": ""High"", ""isExploited"": false}"
589607,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 116467, ""patchAvailable"": false, ""gridImpact"": ""Blackout"", ""affectedFirmwareVersions"": [""V5.8.3""], ""discoveredDate"": ""2024-06-19T01:24:41.763000000+00:00"", ""cascadeRisk"": ""High"", ""isExploited"": false}"
589613,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Mitigated"", ""populationImpact"": 54502, ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""affectedFirmwareVersions"": [""V5.0.12""], ""discoveredDate"": ""2024-03-11T01:24:41.763000000+00:00"", ""cascadeRisk"": ""High"", ""isExploited"": false}"
589616,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 79159, ""patchVersion"": ""V4.5.0"", ""patchAvailable"": false, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2025-02-02T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V2.8.20""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
589620,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 59212, ""patchVersion"": ""V3.1.0"", ""patchAvailable"": true, ""gridImpact"": ""LoadShedding"", ""discoveredDate"": ""2025-09-25T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V4.4.16""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
589624,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 198943, ""patchAvailable"": false, ""gridImpact"": ""Blackout"", ""affectedFirmwareVersions"": [""V2.3.2""], ""discoveredDate"": ""2024-08-19T01:24:41.763000000+00:00"", ""cascadeRisk"": ""High"", ""isExploited"": false}"
589631,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Patched"", ""populationImpact"": 128623, ""patchVersion"": ""V4.1.0"", ""patchAvailable"": false, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2024-07-19T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V5.4.14""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
589632,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Mitigated"", ""populationImpact"": 170779, ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""affectedFirmwareVersions"": [""V5.5.2""], ""discoveredDate"": ""2025-06-04T01:24:41.763000000+00:00"", ""cascadeRisk"": ""High"", ""isExploited"": false}"
589635,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Mitigated"", ""populationImpact"": 202178, ""patchVersion"": ""V7.2.0"", ""patchAvailable"": false, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2023-11-26T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V2.0.6""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
589636,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 213241, ""patchVersion"": ""V4.1.0"", ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2024-03-19T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V2.6.11""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
589639,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Mitigated"", ""populationImpact"": 7226, ""patchAvailable"": false, ""gridImpact"": ""Blackout"", ""affectedFirmwareVersions"": [""V3.0.11""], ""discoveredDate"": ""2025-02-04T01:24:41.763000000+00:00"", ""cascadeRisk"": ""High"", ""isExploited"": true}"
589644,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 161766, ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""affectedFirmwareVersions"": [""V3.4.7""], ""discoveredDate"": ""2025-09-01T01:24:41.763000000+00:00"", ""cascadeRisk"": ""High"", ""isExploited"": false}"
589647,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 120474, ""patchVersion"": ""V5.7.0"", ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2025-04-03T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V4.7.19""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
589650,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Mitigated"", ""populationImpact"": 70207, ""patchAvailable"": false, ""gridImpact"": ""Blackout"", ""affectedFirmwareVersions"": [""V4.2.13""], ""discoveredDate"": ""2025-07-04T01:24:41.763000000+00:00"", ""cascadeRisk"": ""High"", ""isExploited"": false}"
589651,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 240020, ""patchVersion"": ""V7.1.0"", ""patchAvailable"": false, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2024-07-29T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V4.0.18""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
589657,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Mitigated"", ""populationImpact"": 126257, ""patchAvailable"": false, ""gridImpact"": ""Blackout"", ""affectedFirmwareVersions"": [""V3.4.3""], ""discoveredDate"": ""2024-03-08T01:24:41.763000000+00:00"", ""cascadeRisk"": ""High"", ""isExploited"": false}"
589670,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 226966, ""patchVersion"": ""V3.4.0"", ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2024-01-09T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V3.4.14""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
589677,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Patched"", ""populationImpact"": 153307, ""patchVersion"": ""V3.5.0"", ""patchAvailable"": false, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2024-10-14T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V4.0.14""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
589686,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Mitigated"", ""populationImpact"": 116467, ""patchAvailable"": true, ""gridImpact"": ""LoadShedding"", ""affectedFirmwareVersions"": [""V5.0.9""], ""discoveredDate"": ""2025-06-25T01:24:41.763000000+00:00"", ""cascadeRisk"": ""High"", ""isExploited"": false}"
589691,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 221507, ""patchVersion"": ""V7.6.0"", ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2025-07-06T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V2.2.9""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
589694,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Mitigated"", ""populationImpact"": 153313, ""patchAvailable"": false, ""gridImpact"": ""Blackout"", ""affectedFirmwareVersions"": [""V2.8.1""], ""discoveredDate"": ""2025-08-20T01:24:41.763000000+00:00"", ""cascadeRisk"": ""High"", ""isExploited"": false}"
589702,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Mitigated"", ""populationImpact"": 15285, ""patchVersion"": ""V4.7.0"", ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2024-10-22T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V3.7.4""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
589703,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 17648, ""patchVersion"": ""V5.2.0"", ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2025-08-25T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V4.5.5""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
589705,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Mitigated"", ""populationImpact"": 193099, ""patchVersion"": ""V3.4.0"", ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2024-07-06T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V2.5.0""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
589718,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 8599, ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""affectedFirmwareVersions"": [""V2.0.13""], ""discoveredDate"": ""2025-02-26T01:24:41.763000000+00:00"", ""cascadeRisk"": ""High"", ""isExploited"": false}"
589727,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 85828, ""patchVersion"": ""V5.2.0"", ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2025-03-26T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V2.7.9""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
589735,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 177838, ""patchVersion"": ""V3.3.0"", ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2024-10-30T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V3.8.1""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
589736,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Mitigated"", ""populationImpact"": 194388, ""patchVersion"": ""V7.1.0"", ""patchAvailable"": true, ""gridImpact"": ""LoadShedding"", ""discoveredDate"": ""2023-12-18T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V5.4.18""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
589746,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 62584, ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""affectedFirmwareVersions"": [""V5.4.7""], ""discoveredDate"": ""2024-08-06T01:24:41.763000000+00:00"", ""cascadeRisk"": ""High"", ""isExploited"": false}"
589747,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 226966, ""patchAvailable"": true, ""gridImpact"": ""LoadShedding"", ""affectedFirmwareVersions"": [""V5.9.20""], ""discoveredDate"": ""2024-03-30T01:24:41.763000000+00:00"", ""cascadeRisk"": ""High"", ""isExploited"": false}"
589749,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Mitigated"", ""populationImpact"": 147647, ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""affectedFirmwareVersions"": [""V5.2.13""], ""discoveredDate"": ""2025-09-14T01:24:41.763000000+00:00"", ""cascadeRisk"": ""High"", ""isExploited"": false}"
589750,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Mitigated"", ""populationImpact"": 194656, ""patchVersion"": ""V4.9.0"", ""patchAvailable"": false, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2023-12-11T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V3.0.9""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
589760,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Patched"", ""populationImpact"": 84506, ""patchVersion"": ""V7.6.0"", ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2025-06-10T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V4.0.19""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
589763,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 92078, ""patchVersion"": ""V3.3.0"", ""patchAvailable"": true, ""gridImpact"": ""LoadShedding"", ""discoveredDate"": ""2025-05-05T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V2.4.3""], ""cascadeRisk"": ""High"", ""isExploited"": true}"
589765,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 86104, ""patchVersion"": ""V3.1.0"", ""patchAvailable"": false, ""gridImpact"": ""LoadShedding"", ""discoveredDate"": ""2025-02-24T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V2.6.10""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
589767,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 7161, ""patchVersion"": ""V5.4.0"", ""patchAvailable"": true, ""gridImpact"": ""LoadShedding"", ""discoveredDate"": ""2025-08-26T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V3.6.15""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
589769,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Mitigated"", ""populationImpact"": 210669, ""patchVersion"": ""V7.7.0"", ""patchAvailable"": true, ""gridImpact"": ""LoadShedding"", ""discoveredDate"": ""2025-05-16T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V5.1.6""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
589770,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Patched"", ""populationImpact"": 35220, ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""affectedFirmwareVersions"": [""V2.3.4""], ""discoveredDate"": ""2024-11-29T01:24:41.763000000+00:00"", ""cascadeRisk"": ""High"", ""isExploited"": false}"
589771,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 107739, ""patchVersion"": ""V5.3.0"", ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2024-07-01T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V4.7.9""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
589772,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Mitigated"", ""populationImpact"": 87705, ""patchVersion"": ""V6.9.0"", ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2024-09-12T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V2.9.9""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
589784,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Mitigated"", ""populationImpact"": 141778, ""patchVersion"": ""V3.2.0"", ""patchAvailable"": true, ""gridImpact"": ""LoadShedding"", ""discoveredDate"": ""2025-02-09T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V2.3.9""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
589789,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 198943, ""patchVersion"": ""V4.8.0"", ""patchAvailable"": true, ""gridImpact"": ""LoadShedding"", ""discoveredDate"": ""2023-12-08T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V4.2.12""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
589790,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 123270, ""patchVersion"": ""V4.4.0"", ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2025-06-21T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V3.0.10""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
589807,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 7161, ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""affectedFirmwareVersions"": [""V4.9.10""], ""discoveredDate"": ""2025-05-10T01:24:41.763000000+00:00"", ""cascadeRisk"": ""High"", ""isExploited"": false}"
589816,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 163975, ""patchVersion"": ""V3.3.0"", ""patchAvailable"": false, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2025-05-16T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V2.1.11""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
589818,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 120474, ""patchVersion"": ""V5.3.0"", ""patchAvailable"": false, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2025-09-27T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V5.8.12""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
589824,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Mitigated"", ""populationImpact"": 77591, ""patchVersion"": ""V6.7.0"", ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2025-06-08T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V4.9.10""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
589827,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Mitigated"", ""populationImpact"": 92234, ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""affectedFirmwareVersions"": [""V2.8.1""], ""discoveredDate"": ""2024-08-16T01:24:41.763000000+00:00"", ""cascadeRisk"": ""High"", ""isExploited"": false}"
589829,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Mitigated"", ""populationImpact"": 135192, ""patchAvailable"": false, ""gridImpact"": ""Blackout"", ""affectedFirmwareVersions"": [""V4.4.8""], ""discoveredDate"": ""2023-11-10T01:24:41.763000000+00:00"", ""cascadeRisk"": ""High"", ""isExploited"": false}"
589830,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Mitigated"", ""populationImpact"": 208933, ""patchVersion"": ""V4.5.0"", ""patchAvailable"": false, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2024-08-05T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V5.1.20""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
589834,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Mitigated"", ""populationImpact"": 120474, ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""affectedFirmwareVersions"": [""V2.3.2""], ""discoveredDate"": ""2024-05-02T01:24:41.763000000+00:00"", ""cascadeRisk"": ""High"", ""isExploited"": false}"
589835,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 223346, ""patchAvailable"": true, ""gridImpact"": ""LoadShedding"", ""affectedFirmwareVersions"": [""V5.1.4""], ""discoveredDate"": ""2024-06-25T01:24:41.763000000+00:00"", ""cascadeRisk"": ""High"", ""isExploited"": false}"
589845,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Patched"", ""populationImpact"": 88886, ""patchVersion"": ""V7.1.0"", ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2024-09-12T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V2.8.10""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
589853,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Mitigated"", ""populationImpact"": 168334, ""patchVersion"": ""V3.3.0"", ""patchAvailable"": false, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2024-06-29T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V4.1.13""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
589868,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Mitigated"", ""populationImpact"": 30347, ""patchAvailable"": true, ""gridImpact"": ""LoadShedding"", ""affectedFirmwareVersions"": [""V3.3.11""], ""discoveredDate"": ""2024-07-21T01:24:41.763000000+00:00"", ""cascadeRisk"": ""High"", ""isExploited"": false}"
589870,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Patched"", ""populationImpact"": 121385, ""patchAvailable"": false, ""gridImpact"": ""Blackout"", ""affectedFirmwareVersions"": [""V4.5.0""], ""discoveredDate"": ""2024-03-11T01:24:41.763000000+00:00"", ""cascadeRisk"": ""High"", ""isExploited"": false}"
589871,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 200691, ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""affectedFirmwareVersions"": [""V5.3.0""], ""discoveredDate"": ""2024-04-11T01:24:41.763000000+00:00"", ""cascadeRisk"": ""High"", ""isExploited"": false}"
589883,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 8599, ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""affectedFirmwareVersions"": [""V5.8.5""], ""discoveredDate"": ""2024-05-11T01:24:41.763000000+00:00"", ""cascadeRisk"": ""High"", ""isExploited"": false}"
589886,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Mitigated"", ""populationImpact"": 27421, ""patchVersion"": ""V5.8.0"", ""patchAvailable"": true, ""gridImpact"": ""LoadShedding"", ""discoveredDate"": ""2024-05-21T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V4.9.14""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
589887,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 178096, ""patchAvailable"": false, ""gridImpact"": ""Blackout"", ""affectedFirmwareVersions"": [""V2.0.13""], ""discoveredDate"": ""2025-01-25T01:24:41.763000000+00:00"", ""cascadeRisk"": ""High"", ""isExploited"": false}"
589893,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 159805, ""patchVersion"": ""V7.3.0"", ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2025-06-16T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V2.6.20""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
589897,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 7161, ""patchVersion"": ""V6.3.0"", ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2025-04-29T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V5.3.15""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
589900,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 37649, ""patchAvailable"": false, ""gridImpact"": ""Blackout"", ""affectedFirmwareVersions"": [""V5.0.6""], ""discoveredDate"": ""2025-08-25T01:24:41.763000000+00:00"", ""cascadeRisk"": ""High"", ""isExploited"": false}"
589908,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Mitigated"", ""populationImpact"": 169789, ""patchVersion"": ""V5.9.0"", ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2025-09-17T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V5.8.5""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
589912,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 176673, ""patchVersion"": ""V7.5.0"", ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2024-10-31T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V4.1.5""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
589913,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 212741, ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""affectedFirmwareVersions"": [""V5.7.7""], ""discoveredDate"": ""2024-06-22T01:24:41.763000000+00:00"", ""cascadeRisk"": ""High"", ""isExploited"": false}"
589919,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 169789, ""patchVersion"": ""V7.4.0"", ""patchAvailable"": true, ""gridImpact"": ""LoadShedding"", ""discoveredDate"": ""2023-11-10T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V5.0.20""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
589920,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Mitigated"", ""populationImpact"": 221335, ""patchAvailable"": false, ""gridImpact"": ""Blackout"", ""affectedFirmwareVersions"": [""V2.7.8""], ""discoveredDate"": ""2024-06-19T01:24:41.763000000+00:00"", ""cascadeRisk"": ""High"", ""isExploited"": false}"
589933,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 73489, ""patchVersion"": ""V5.2.0"", ""patchAvailable"": false, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2025-01-04T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V4.6.0""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
589937,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 211081, ""patchVersion"": ""V5.0.0"", ""patchAvailable"": true, ""gridImpact"": ""LoadShedding"", ""discoveredDate"": ""2024-04-20T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V2.7.7""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
589940,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 139756, ""patchVersion"": ""V7.6.0"", ""patchAvailable"": true, ""gridImpact"": ""LoadShedding"", ""discoveredDate"": ""2025-05-19T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V2.3.7""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
589943,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 214220, ""patchVersion"": ""V6.9.0"", ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2025-04-30T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V5.1.6""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
589944,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 164590, ""patchVersion"": ""V3.6.0"", ""patchAvailable"": false, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2025-03-04T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V4.1.3""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
